order_id,order_date,customer_name,product,category,region,quantity,unit_price,discount_pct,tax_pct,line_total,status,notes,empty_col,constant_col
ORD-0200,2026-06-05,Foxglove Retail Co,Bamboo Cutting Board,Textiles,Central,7,113.87,17,11,734.36,refunded,,,manual_entry
ORD-0201,2026-07-08,Lighthouse Retail Partners,Wool Throw Blanket,Office Supplies,Coastal,3,229.37,24,11,580.49,cancelled,,,manual_entry
ORD-0202,2025-07-31,Elm Street Distributors,Aluminum Bracket,Decor,South,15,412.11,28,8,4806.85,completed,,,manual_entry
ORD-0203,2026-06-14,Blue Harbor Supply,Bamboo Cutting Board,Kitchenware,North,7,302.80,0,14,2416.34,cancelled,,,manual_entry
ORD-0204,2025-11-08,Harbor Light Trading,Rubber Floor Mat,Home Goods,East,1,423.24,26,4,325.73,refunded,,,manual_entry
ORD-0205,2025-03-13,Oakview Trading Co,Glass Vase,Hardware,West,19,120.51,24,12,1948.98,refunded,,,manual_entry
ORD-0206,2025-01-10,Kettle Creek Traders,Wooden Picture Frame,Office Supplies,West,17,315.94,24,9,4449.32,refunded,,,manual_entry
ORD-0207,2025-08-20,Oakview Trading Co,Leather Notebook,Decor,South,4,111.72,9,6,431.06,completed,,,manual_entry
ORD-0208,2025-02-12,Foxglove Retail Co,Aluminum Bracket,Office Supplies,North,5,188.54,1,4,970.60,completed,,,manual_entry
ORD-0209,2025-01-11,Oakview Trading Co,Copper Wire Spool,Office Supplies,Central,2,376.47,16,8,683.07,completed,,,manual_entry
ORD-0210,2026-06-20,Dune Valley Imports,Plastic Storage Bin,Hardware,North,8,118.99,13,8,894.42,cancelled,,,manual_entry
ORD-0211,2025-01-10,Cedar Grove Wholesale,Wool Throw Blanket,Decor,East,19,393.31,7,2,7088.78,refunded,,,manual_entry
ORD-0212,2026-08-23,Ironwood Supply Co,Rubber Floor Mat,Kitchenware,Coastal,11,189.81,30,14,1666.15,refunded,,,manual_entry
ORD-0213,2026-04-24,Granite Peak Goods,Wool Throw Blanket,Hardware,North,17,20.88,10,4,332.24,refunded,,,manual_entry
ORD-0214,2025-04-15,Elm Street Distributors,Wool Throw Blanket,Kitchenware,Central,13,481.11,16,12,5884.17,cancelled,,,manual_entry
ORD-0215,2025-07-20,Alpine Ridge Traders,Wooden Picture Frame,Kitchenware,North,9,384.24,10,4,3236.84,pending,,,manual_entry
ORD-0216,2025-10-26,Harbor Light Trading,Plastic Storage Bin,Kitchenware,Coastal,4,387.62,10,12,1562.88,pending,,,manual_entry
ORD-0217,2025-01-14,Maple Crest Wholesale,Aluminum Bracket,Office Supplies,Coastal,4,320.89,8,13,1334.39,cancelled,,,manual_entry
ORD-0218,2025-11-26,Harbor Light Trading,Leather Notebook,Kitchenware,West,15,150.14,29,12,1790.87,refunded,,,manual_entry
ORD-0219,2026-03-13,Northgate Distribution,Wooden Picture Frame,Decor,South,15,458.23,17,4,5933.16,refunded,,,manual_entry
ORD-0220,2025-05-10,Lighthouse Retail Partners,Glass Vase,Home Goods,East,5,466.50,24,10,1949.97,completed,,,manual_entry
ORD-0221,2026-06-03,Oakview Trading Co,Canvas Tote Bag,Hardware,North,9,433.75,21,4,3207.32,completed,,,manual_entry
ORD-0222,2025-04-25,Granite Peak Goods,Wool Throw Blanket,Decor,East,3,72.77,16,10,201.72,cancelled,,,manual_entry
ORD-0223,2025-03-18,Oakview Trading Co,Copper Wire Spool,Textiles,North,6,20.27,0,10,133.78,pending,,,manual_entry
ORD-0224,2026-06-16,Ironwood Supply Co,Bamboo Cutting Board,Decor,North,9,122.79,12,2,991.95,refunded,,,manual_entry
ORD-0225,2025-03-20,Kettle Creek Traders,Ceramic Mug,Textiles,East,1,455.33,3,3,454.92,refunded,,,manual_entry
ORD-0226,2026-02-08,Harbor Light Trading,Bamboo Cutting Board,Office Supplies,South,15,221.73,24,3,2603.55,cancelled,,,manual_entry
ORD-0227,2025-02-08,Ironwood Supply Co,Copper Wire Spool,Hardware,East,14,60.24,12,5,779.26,completed,,,manual_entry
ORD-0228,2025-05-19,Cedar Grove Wholesale,Copper Wire Spool,Hardware,North,15,377.50,13,12,5517.54,pending,,,manual_entry
ORD-0229,2026-02-12,Oakview Trading Co,Canvas Tote Bag,Home Goods,South,15,146.61,3,8,2303.83,refunded,,,manual_entry
ORD-0230,2025-05-27,Foxglove Retail Co,Ceramic Mug,Kitchenware,West,17,322.71,27,1,4044.88,pending,,,manual_entry
ORD-0231,2025-08-13,Cedar Grove Wholesale,Rubber Floor Mat,Decor,North,6,74.98,26,12,372.86,cancelled,,,manual_entry
ORD-0232,2026-03-03,Oakview Trading Co,Wool Throw Blanket,Hardware,Central,11,120.35,13,1,1163.27,completed,,,manual_entry
ORD-0233,2025-09-07,Elm Street Distributors,Copper Wire Spool,Hardware,North,15,83.58,3,4,1264.73,cancelled,,,manual_entry
ORD-0234,2025-08-27,Ironwood Supply Co,Ceramic Mug,Decor,Coastal,2,469.06,25,4,731.73,completed,,,manual_entry
ORD-0235,2026-06-28,Northgate Distribution,Steel Widget,Decor,South,19,262.23,30,14,3975.93,completed,,,manual_entry
ORD-0236,2025-11-16,Granite Peak Goods,Ceramic Mug,Textiles,Central,3,28.32,25,15,73.28,refunded,,,manual_entry
ORD-0237,2025-09-15,Elm Street Distributors,Glass Vase,Kitchenware,North,10,74.34,22,11,643.64,completed,,,manual_entry
ORD-0238,2025-02-01,Elm Street Distributors,Ceramic Mug,Home Goods,Central,17,278.45,15,6,4265.02,pending,,,manual_entry
ORD-0239,2025-06-18,Juniper Market Group,Steel Widget,Home Goods,West,1,77.16,24,3,60.40,completed,,,manual_entry
ORD-0240,2025-08-27,Dune Valley Imports,Wooden Picture Frame,Office Supplies,East,15,13.68,24,4,162.19,cancelled,,,manual_entry
ORD-0241,2026-07-26,Harbor Light Trading,Rubber Floor Mat,Textiles,East,20,223.94,11,13,4504.33,cancelled,,,manual_entry
ORD-0242,2026-06-29,Elm Street Distributors,Steel Widget,Textiles,West,10,449.54,1,14,5073.51,cancelled,,,manual_entry
ORD-0243,2025-02-01,Alpine Ridge Traders,Steel Widget,Office Supplies,Central,5,391.02,2,13,2165.08,completed,,,manual_entry
ORD-0244,2025-04-11,Blue Harbor Supply,Wooden Picture Frame,Decor,Central,13,235.36,12,13,3042.55,completed,,,manual_entry
ORD-0245,2025-01-06,Harbor Light Trading,Leather Notebook,Hardware,Coastal,3,396.70,25,6,946.13,refunded,,,manual_entry
ORD-0246,2026-05-18,Northgate Distribution,Leather Notebook,Office Supplies,Central,16,298.01,27,0,3480.76,cancelled,,,manual_entry
ORD-0247,2026-05-06,Dune Valley Imports,Aluminum Bracket,Home Goods,South,6,172.48,2,0,1014.18,refunded,,,manual_entry
ORD-0248,2026-05-06,Alpine Ridge Traders,Copper Wire Spool,Office Supplies,North,11,373.27,6,10,4245.57,refunded,,,manual_entry
ORD-0249,2026-04-13,Oakview Trading Co,Canvas Tote Bag,Textiles,South,10,380.81,23,3,3020.20,pending,,,manual_entry
ORD-0250,2026-02-02,Foxglove Retail Co,Aluminum Bracket,Textiles,Central,5,215.11,26,0,795.91,cancelled,,,manual_entry
ORD-0251,2026-02-23,Elm Street Distributors,Plastic Storage Bin,Hardware,Central,8,322.71,12,15,2612.66,refunded,,,manual_entry
ORD-0252,2026-07-31,Harbor Light Trading,Ceramic Mug,Textiles,East,8,392.64,4,6,3196.40,cancelled,,,manual_entry
ORD-0253,2025-06-18,Granite Peak Goods,Rubber Floor Mat,Decor,Central,9,64.43,13,10,554.94,pending,,,manual_entry
ORD-0254,2025-11-07,Granite Peak Goods,Wool Throw Blanket,Office Supplies,North,20,57.58,6,1,1093.33,completed,,,manual_entry
ORD-0255,2026-04-10,Elm Street Distributors,Rubber Floor Mat,Kitchenware,Coastal,12,145.11,24,6,1402.81,pending,,,manual_entry
ORD-0256,2025-01-14,Ironwood Supply Co,Wooden Picture Frame,Hardware,South,19,307.88,4,5,5896.52,refunded,,,manual_entry
ORD-0257,2025-05-25,Ironwood Supply Co,Copper Wire Spool,Home Goods,West,1,186.78,13,14,185.25,pending,,,manual_entry
ORD-0258,2025-02-02,Elm Street Distributors,Aluminum Bracket,Kitchenware,South,15,287.11,6,6,4291.15,completed,,,manual_entry
ORD-0259,2025-08-20,Granite Peak Goods,Copper Wire Spool,Office Supplies,Coastal,18,126.31,1,6,2385.89,refunded,,,manual_entry
ORD-0260,2025-11-29,Lighthouse Retail Partners,Wooden Picture Frame,Textiles,South,11,59.87,13,8,618.79,completed,,,manual_entry
ORD-0261,2026-05-22,Foxglove Retail Co,Ceramic Mug,Hardware,Central,11,266.29,17,14,2771.60,cancelled,,,manual_entry
ORD-0262,2025-07-17,Dune Valley Imports,Ceramic Mug,Home Goods,East,9,242.24,12,12,2148.77,cancelled,,,manual_entry
ORD-0263,2025-12-25,Alpine Ridge Traders,Bamboo Cutting Board,Kitchenware,South,11,72.86,7,0,745.36,cancelled,,,manual_entry
ORD-0264,2026-07-28,Kettle Creek Traders,Leather Notebook,Textiles,West,4,402.75,19,5,1370.16,completed,,,manual_entry
ORD-0265,2025-09-30,Elm Street Distributors,Wooden Picture Frame,Office Supplies,East,7,426.87,24,14,2588.88,refunded,,,manual_entry
ORD-0266,2025-10-20,Kettle Creek Traders,Ceramic Mug,Kitchenware,North,17,256.47,5,8,4473.35,completed,,,manual_entry
ORD-0267,2026-01-31,Cedar Grove Wholesale,Canvas Tote Bag,Decor,Central,17,450.86,9,4,7253.80,pending,,,manual_entry
ORD-0268,2025-02-21,Ironwood Supply Co,Aluminum Bracket,Textiles,Central,19,334.05,7,7,6315.85,completed,,,manual_entry
ORD-0269,2025-11-01,Harbor Light Trading,Plastic Storage Bin,Kitchenware,East,11,341.64,24,1,2884.67,cancelled,,,manual_entry
ORD-0270,2025-09-11,Blue Harbor Supply,Copper Wire Spool,Office Supplies,Central,10,453.57,13,8,4261.74,cancelled,,,manual_entry
ORD-0271,2025-04-07,Oakview Trading Co,Bamboo Cutting Board,Decor,South,8,221.56,24,15,1549.15,cancelled,,,manual_entry
ORD-0272,2025-07-28,Ironwood Supply Co,Bamboo Cutting Board,Kitchenware,Coastal,13,200.98,11,8,2511.37,pending,,,manual_entry
ORD-0273,2026-02-22,Granite Peak Goods,Steel Widget,Hardware,West,4,247.23,17,13,927.51,cancelled,,,manual_entry
ORD-0274,2025-02-11,Harbor Light Trading,Plastic Storage Bin,Kitchenware,Central,4,446.22,29,13,1432.01,cancelled,,,manual_entry
ORD-0275,2025-12-24,Dune Valley Imports,Leather Notebook,Textiles,North,17,143.98,18,13,2268.00,completed,,,manual_entry
ORD-0276,2026-08-03,Lighthouse Retail Partners,Steel Widget,Decor,North,4,320.17,25,10,1056.56,pending,,,manual_entry
ORD-0277,2026-03-01,Foxglove Retail Co,Copper Wire Spool,Home Goods,North,9,244.98,19,10,1964.49,pending,,,manual_entry
ORD-0278,2026-01-20,Northgate Distribution,Leather Notebook,Kitchenware,Central,8,317.66,2,15,2864.02,refunded,,,manual_entry
ORD-0279,2026-04-23,Alpine Ridge Traders,Bamboo Cutting Board,Kitchenware,Central,6,244.10,7,9,1484.67,refunded,,,manual_entry
ORD-0280,2025-10-02,Alpine Ridge Traders,Wool Throw Blanket,Office Supplies,East,3,50.73,15,14,147.47,refunded,,,manual_entry
ORD-0281,2025-01-06,Harbor Light Trading,Ceramic Mug,Home Goods,Coastal,2,104.90,24,3,164.23,completed,,,manual_entry
ORD-0282,2025-11-21,Oakview Trading Co,Copper Wire Spool,Textiles,Central,3,373.59,18,9,1001.74,refunded,,,manual_entry
ORD-0283,2025-10-20,Maple Crest Wholesale,Bamboo Cutting Board,Kitchenware,North,13,400.50,5,2,5045.10,pending,,,manual_entry
ORD-0284,2026-08-06,Ironwood Supply Co,Copper Wire Spool,Home Goods,South,16,269.71,5,11,4550.55,completed,,,manual_entry
ORD-0285,2025-01-27,Juniper Market Group,Steel Widget,Decor,Coastal,13,486.32,0,11,7017.60,cancelled,,,manual_entry
ORD-0286,2025-02-21,Alpine Ridge Traders,Rubber Floor Mat,Kitchenware,North,19,414.58,9,14,8171.62,completed,,,manual_entry
ORD-0287,2025-12-29,Dune Valley Imports,Wooden Picture Frame,Decor,Central,13,357.39,20,8,4014.20,pending,,,manual_entry
ORD-0288,2026-05-27,Harbor Light Trading,Glass Vase,Office Supplies,Central,19,267.61,27,14,4231.40,pending,,,manual_entry
ORD-0289,2025-12-24,Maple Crest Wholesale,Canvas Tote Bag,Hardware,East,18,143.58,14,5,2333.75,completed,,,manual_entry
ORD-0290,2026-04-04,Dune Valley Imports,Leather Notebook,Office Supplies,South,8,308.51,10,5,2332.34,cancelled,,,manual_entry
ORD-0291,2025-02-16,Dune Valley Imports,Glass Vase,Home Goods,Coastal,2,204.89,30,2,292.58,completed,,,manual_entry
ORD-0292,2025-03-09,Granite Peak Goods,Ceramic Mug,Textiles,North,17,316.55,7,4,5204.84,cancelled,,,manual_entry
ORD-0293,2025-09-04,Alpine Ridge Traders,Plastic Storage Bin,Kitchenware,Coastal,4,208.66,14,3,739.32,completed,,,manual_entry
ORD-0294,2026-03-15,Maple Crest Wholesale,Rubber Floor Mat,Home Goods,West,6,8.30,9,13,51.21,completed,,,manual_entry
ORD-0295,2025-05-08,Northgate Distribution,Rubber Floor Mat,Hardware,Central,19,274.93,28,0,3761.04,cancelled,,,manual_entry
ORD-0296,2026-08-03,Alpine Ridge Traders,Canvas Tote Bag,Kitchenware,East,10,283.49,11,0,2523.06,pending,,,manual_entry
ORD-0297,2025-01-24,Elm Street Distributors,Glass Vase,Home Goods,Central,18,109.92,30,0,1384.99,completed,,,manual_entry
ORD-0298,2026-03-06,Granite Peak Goods,Aluminum Bracket,Office Supplies,South,11,271.87,27,4,2270.44,refunded,,,manual_entry
ORD-0299,2025-09-30,Ironwood Supply Co,Aluminum Bracket,Hardware,South,5,11.11,16,0,46.66,pending,,,manual_entry
ORD-0300,2026-06-29,Alpine Ridge Traders,Ceramic Mug,Hardware,South,5,246.81,13,8,1159.51,cancelled,,,manual_entry
